accession	variant
OK218869.1	B.1.427_B.1.429
OK218870.1	B.1.1.7
OK218871.1	B.1.1.7
OK218873.1	B.1.1.7
OK218874.1	B.1.526
OK218890.1	B.1.1.7
OK218896.1	B.1.1.7
OK218908.1	B.1.1.7
OK218909.1	B.1.1.7
OK218918.1	B.1.1.7
OK218920.1	B.1.1.7
OK218921.1	B.1.1.7
OK218925.1	B.1.1.7
OK218933.1	B.1.1.7
OK218936.1	B.1.1.7
OK218937.1	B.1.617.2
OK218939.1	B.1.1.7
OK218941.1	B.1.1.7
OK218950.1	B.1.1.7
OK218951.1	B.1.1.7
OK218953.1	B.1.1.7
OK218954.1	B.1.1.7
OK218959.1	B.1.1.7
OK218970.1	B.1.1.7
OK218979.1	B.1.1.7
OK218986.1	B.1.1.7
OK218987.1	B.1.1.7
OK218988.1	B.1.526
OK218990.1	B.1.1.7
OK218998.1	B.1.1.7
OK219020.1	B.1.1.7
OK219026.1	B.1.526
OK219028.1	B.1.1.7
OK219030.1	B.1.1.7
OK219035.1	B.1.1.7
OK219043.1	B.1.1.7
OK219046.1	B.1.1.7
OK219047.1	B.1.1.7
OK219056.1	B.1.526
OK219068.1	B.1.1.7
OK219073.1	B.1.1.7
OK219085.1	B.1.1.7
OK219092.1	B.1.1.7
OK219102.1	B.1.1.7
OK219104.1	B.1.1.7
OK219109.1	B.1.526
OK219111.1	B.1.1.7
OK219112.1	B.1.1.7
OK219115.1	B.1.1.7
OK219119.1	B.1.1.7
OK219124.1	B.1.1.7
OK219127.1	B.1.1.7
OK219128.1	B.1.1.7
OK219131.1	B.1.1.7
OK219133.1	B.1.1.7
OK219140.1	B.1.1.7
OK219143.1	B.1.1.7
OK219145.1	B.1.526
OK219146.1	B.1.1.7
OK219147.1	B.1.427_B.1.429
OK219162.1	B.1.1.7
OK219163.1	B.1.1.7
OK219167.1	B.1.1.7
OK219173.1	B.1.1.7
OK219176.1	B.1.1.7
OK219185.1	B.1.1.7
OK219197.1	B.1.526
OK219201.1	P.1
OK219208.1	B.1.1.7
OK219212.1	B.1.1.7
OK219213.1	B.1.1.7
OK219215.1	B.1.1.7
OK219220.1	B.1.1.7
OK219222.1	B.1.1.7
OK219228.1	B.1.1.7
OK219230.1	B.1.1.7
OK219232.1	B.1.1.7
OK219234.1	B.1.1.7
OK219235.1	B.1.1.7
OK219243.1	B.1.1.7
OK219245.1	B.1.1.7
OK219247.1	B.1.1.7
OK219249.1	B.1.1.7
OK219254.1	B.1.1.7
OK219255.1	B.1.526
OK219258.1	B.1.1.7
OK219281.1	B.1.617.2
OK219282.1	B.1.1.7
OK219291.1	B.1.1.7
OK219295.1	B.1.1.7
OK219303.1	B.1.1.7
OK219305.1	B.1.1.7
OK219309.1	B.1.1.7
OK219311.1	B.1.1.7
OK219312.1	B.1.1.7
OK219316.1	B.1.1.7
OK219321.1	B.1.1.7
OK219324.1	B.1.1.7
OK219330.1	B.1.1.7
OK219338.1	B.1.1.7
OK219349.1	B.1.526
OK219358.1	B.1.1.7
OK219360.1	B.1.526
OK219362.1	B.1.1.7
OK219364.1	B.1.1.7
OK219365.1	B.1.1.7
OK219374.1	B.1.526
OK219381.1	B.1.1.7
OK219383.1	B.1.617.2
OK219391.1	B.1.1.7
OK219396.1	B.1.1.7
OK219400.1	B.1.1.7
OK219402.1	B.1.1.7
OK219405.1	B.1.1.7
OK219406.1	B.1.427_B.1.429
OK219408.1	B.1.1.7
OK219416.1	B.1.1.7
OK219418.1	B.1.526
OK219421.1	B.1.1.7
OK219423.1	C.37
OK219430.1	B.1.1.7
OK219441.1	B.1.1.7
OK219446.1	B.1.1.7
OK219447.1	B.1.1.7
OK219455.1	B.1.1.7
OK219460.1	B.1.1.7
OK219464.1	B.1.1.7
OK219471.1	B.1.1.7
OK219483.1	B.1.1.7
OK219488.1	B.1.1.7
OK219489.1	B.1.526
OK219499.1	B.1.1.7
OK219504.1	B.1.1.7
OK219509.1	B.1.526
OK219514.1	B.1.1.7
OK219515.1	B.1.1.7
OK219517.1	B.1.427_B.1.429
OK219519.1	B.1.1.7
OK219532.1	B.1.427_B.1.429
OK219533.1	B.1.1.7
OK219539.1	B.1.1.7
OK219548.1	B.1.1.7
OK219550.1	B.1.1.7
OK219560.1	B.1.1.7
OK219576.1	B.1.1.7
OK219579.1	B.1.1.7
OK219584.1	B.1.1.7
OK219589.1	B.1.1.7
OK219606.1	B.1.1.7
OK219612.1	B.1.1.7
OK219619.1	B.1.1.7
OK219624.1	B.1.1.7
OK219626.1	B.1.1.7
OK219629.1	B.1.1.7
OK219633.1	B.1.526
OK219640.1	B.1.1.7
OK219643.1	B.1.427_B.1.429
OK219645.1	B.1.1.7
OK219649.1	B.1.1.7
OK219651.1	B.1.1.7
OK219652.1	B.1.1.7
OK219664.1	B.1.1.7
OK219671.1	B.1.1.7
OK219681.1	B.1.1.7
OK219682.1	B.1.1.7
OK219692.1	B.1.1.7
OK219703.1	B.1.526
OK219706.1	B.1.1.7
OK219707.1	B.1.1.7
OK219715.1	B.1.1.7
OK219722.1	B.1.1.7
OK219724.1	B.1.1.7
OK219726.1	B.1.1.7
OK219727.1	B.1.1.7
OK219745.1	B.1.1.7
OK219750.1	B.1.1.7
OK219752.1	B.1.526
OK219754.1	B.1.1.7
OK219764.1	B.1.526
OK219769.1	B.1.1.7
OK219771.1	B.1.1.7
OK219773.1	B.1.1.7
OK219775.1	B.1.1.7
OK219776.1	B.1.1.7
OK219780.1	B.1.526
OK219781.1	B.1.1.7
OK219782.1	B.1.1.7
OK219789.1	B.1.1.7
OK219790.1	B.1.1.7
OK219798.1	B.1.1.7
OK219801.1	B.1.1.7
OK219806.1	B.1.1.7
OK219811.1	B.1.1.7
OK219812.1	B.1.1.7
OK219813.1	B.1.1.7
OK219816.1	B.1.526
OK219817.1	B.1.1.7
OK219821.1	B.1.1.7
OK219830.1	B.1.1.7
OK219844.1	B.1.1.7
OK219845.1	B.1.1.7
OK219846.1	B.1.1.7
OK219853.1	B.1.1.7
OK219855.1	B.1.1.7
OK219861.1	B.1.427_B.1.429
OK219862.1	B.1.1.7
OK219863.1	B.1.1.7
OK219869.1	B.1.1.7
OK219875.1	B.1.1.7
OK219880.1	B.1.1.7
OK219885.1	B.1.1.7
OK219887.1	B.1.1.7
OK219891.1	B.1.526
OK219892.1	B.1.1.7
OK219900.1	B.1.1.7
OK219901.1	B.1.1.7
OK219905.1	B.1.1.7
OK219911.1	B.1.1.7
OK219915.1	B.1.427_B.1.429
OK219927.1	B.1.1.7
OK219933.1	B.1.1.7
OK219938.1	B.1.1.7
OK219944.1	B.1.1.7
OK219945.1	B.1.1.7
OK219951.1	B.1.1.7
OK219953.1	B.1.1.7
OK219955.1	B.1.1.7
OK219957.1	B.1.1.7
OK219961.1	B.1.1.7
OK219973.1	B.1.1.7
OK219981.1	B.1.427_B.1.429
OK219983.1	B.1.1.7
OK219984.1	B.1.427_B.1.429
OK219991.1	B.1.526
OK220007.1	B.1.1.7
OK220008.1	B.1.1.7
OK220014.1	B.1.1.7
OK220016.1	B.1.1.7
OK220019.1	B.1.526
OK220020.1	B.1.1.7
OK220026.1	B.1.1.7
OK220036.1	B.1.1.7
OK220037.1	B.1.526
OK220039.1	B.1.1.7
OK220041.1	B.1.1.7
OK220047.1	B.1.1.7
OK220048.1	B.1.1.7
OK220054.1	B.1.427_B.1.429
OK220062.1	B.1.1.7
OK220066.1	B.1.1.7
OK220068.1	B.1.1.7
OK220072.1	B.1.526
OK220093.1	B.1.1.7
OK220097.1	B.1.1.7
OK220102.1	B.1.1.7
OK220114.1	B.1.427_B.1.429
OK220115.1	B.1.1.7
OK220120.1	B.1.1.7
OK220123.1	B.1.1.7
OK220125.1	B.1.1.7
OK220129.1	B.1.1.7
OK220136.1	B.1.1.7
OK220137.1	B.1.1.7
OK220139.1	B.1.526
OK220141.1	B.1.1.7
OK220146.1	B.1.1.7
OK220148.1	B.1.1.7
OK220157.1	B.1.1.7
OK220161.1	B.1.1.7
OK220168.1	B.1.526
OK220172.1	B.1.1.7
OK220176.1	B.1.526
OK220185.1	B.1.1.7
OK220195.1	B.1.1.7
OK220201.1	B.1.1.7
OK220203.1	B.1.1.7
OK220209.1	B.1.1.7
OK220222.1	B.1.1.7
OK220225.1	B.1.1.7
OK220230.1	B.1.526
OK220236.1	B.1.1.7
OK220237.1	B.1.1.7
OK220239.1	B.1.1.7
OK220246.1	B.1.1.7
OK220250.1	B.1.1.7
OK220252.1	B.1.1.7
OK220254.1	B.1.1.7
OK220257.1	B.1.1.7
OK220277.1	B.1.1.7
OK220278.1	B.1.1.7
OK220279.1	B.1.1.7
OK220283.1	B.1.1.7
OK220287.1	B.1.1.7
OK220295.1	B.1.1.7
OK220299.1	B.1.1.7
OK220300.1	B.1.1.7
OK220307.1	B.1.617.2
OK220311.1	B.1.1.7
OK220313.1	B.1.1.7
OK220316.1	B.1.1.7
OK220321.1	B.1.1.7
OK220325.1	B.1.1.7
OK220341.1	B.1.1.7
OK220342.1	B.1.526
OK220346.1	B.1.1.7
OK220352.1	B.1.617.2
OK220357.1	B.1.1.7
OK220363.1	B.1.1.7
OK220366.1	B.1.1.7
OK220368.1	B.1.1.7
OK220371.1	B.1.1.7
OK220377.1	B.1.1.7
OK220378.1	B.1.1.7
OK220387.1	B.1.526
OK220392.1	B.1.1.7
OK220398.1	B.1.1.7
OK220400.1	B.1.1.7
OK220403.1	B.1.526
OK220405.1	B.1.1.7
OK220412.1	B.1.1.7
OK220416.1	B.1.526
OK220419.1	B.1.1.7
OK220426.1	B.1.1.7
OK220440.1	B.1.1.7
OK220444.1	B.1.1.7
OK220445.1	B.1.1.7
OK220447.1	B.1.526
OK220452.1	B.1.427_B.1.429
OK220460.1	B.1.1.7
OK220466.1	B.1.1.7
OK220467.1	B.1.1.7
OK220471.1	B.1.1.7
OK220481.1	B.1.427_B.1.429
OK220491.1	B.1.1.7
OK220508.1	B.1.1.7
OK220513.1	B.1.1.7
OK220517.1	B.1.1.7
OK220519.1	B.1.1.7
OK220524.1	B.1.1.7
OK220527.1	B.1.1.7
OK220532.1	B.1.1.7
OK220540.1	B.1.1.7
OK220547.1	B.1.617.2
OK220558.1	B.1.1.7
OK220562.1	B.1.1.7
OK220570.1	B.1.1.7
OK220572.1	B.1.1.7
OK220574.1	B.1.1.7
OK220575.1	B.1.526
OK220580.1	B.1.1.7
OK220590.1	B.1.1.7
OK220594.1	B.1.1.7
OK220595.1	B.1.1.7
OK220597.1	B.1.1.7
OK220599.1	B.1.1.7
OK220601.1	B.1.1.7
OK220603.1	B.1.1.7
OK220605.1	B.1.1.7
OK220609.1	B.1.1.7
OK220612.1	B.1.526
OK220615.1	B.1.427_B.1.429
OK220619.1	B.1.1.7
OK220622.1	B.1.427_B.1.429
OK220627.1	B.1.617.2
OK220630.1	B.1.1.7
OK220631.1	B.1.1.7
OK220638.1	B.1.1.7
OK220658.1	B.1.1.7
OK220661.1	B.1.1.7
OK220664.1	B.1.526
OK220672.1	B.1.1.7
OK220680.1	B.1.526
OK220686.1	B.1.526
OK220687.1	B.1.1.7
OK220689.1	B.1.1.7
OK220690.1	B.1.1.7
OK220693.1	B.1.1.7
OK220696.1	B.1.1.7
OK220700.1	B.1.1.7
OK220704.1	B.1.1.7
OK220705.1	B.1.526
OK220708.1	B.1.1.7
OK220711.1	B.1.1.7
OK220717.1	B.1.525
OK220719.1	B.1.526
OK220722.1	P.1
OK220724.1	B.1.1.7
OK220725.1	B.1.1.7
OK220726.1	B.1.526
OK220733.1	B.1.1.7
OK220746.1	B.1.1.7
OK220757.1	B.1.1.7
OK220760.1	B.1.1.7
OK220766.1	B.1.1.7
OK220772.1	P.1
OK220792.1	B.1.1.7
OK220804.1	B.1.617.2
OK220807.1	B.1.1.7
OK220811.1	B.1.1.7
OK220816.1	B.1.1.7
OK220818.1	B.1.1.7
OK220827.1	B.1.1.7
OK220832.1	B.1.525
OK220836.1	B.1.1.7
OK220837.1	B.1.1.7
OK220838.1	B.1.1.7
OK220842.1	B.1.1.7
OK220851.1	B.1.1.7
OK220853.1	B.1.1.7
OK220854.1	B.1.1.7
OK220856.1	B.1.1.7
OK220857.1	B.1.1.7
OK220874.1	B.1.1.7
OK220876.1	B.1.1.7
OK220884.1	B.1.526
OK220888.1	B.1.1.7
OK220891.1	B.1.526
OK220895.1	B.1.1.7
OK220905.1	B.1.1.7
OK220906.1	B.1.526
OK220911.1	B.1.1.7
OK220913.1	B.1.1.7
OK220918.1	B.1.1.7
OK220919.1	B.1.526
OK220924.1	B.1.1.7
OK220931.1	B.1.1.7
OK220935.1	B.1.1.7
OK220936.1	B.1.1.7
OK220939.1	B.1.1.7
OK220943.1	B.1.526
OK220948.1	B.1.1.7
OK220949.1	B.1.1.7
OK220952.1	B.1.1.7
OK220953.1	B.1.1.7
OK220961.1	B.1.1.7
OK220962.1	B.1.1.7
OK220963.1	B.1.1.7
OK220971.1	B.1.1.7
OK220975.1	B.1.1.7
OK220977.1	B.1.1.7
OK220979.1	B.1.1.7
OK220988.1	B.1.1.7
OK220991.1	B.1.1.7
OK220993.1	B.1.1.7
OK220994.1	B.1.1.7
OK220995.1	B.1.1.7
OK221002.1	B.1.1.7
OK221018.1	B.1.1.7
OK221025.1	B.1.1.7
OK221032.1	B.1.427_B.1.429
OK221035.1	B.1.526
OK221036.1	B.1.1.7
OK221038.1	B.1.1.7
OK221043.1	B.1.1.7
OK221045.1	B.1.1.7
OK221049.1	B.1.1.7
OK221052.1	B.1.1.7
OK221053.1	B.1.526
OK221067.1	B.1.1.7
OK221070.1	B.1.1.7
OK221078.1	B.1.1.7
OK221084.1	B.1.1.7
OK221094.1	B.1.1.7
OK221095.1	B.1.1.7
OK221097.1	B.1.1.7
OK221102.1	B.1.1.7
OK221103.1	B.1.1.7
OK221105.1	B.1.1.7
OK221109.1	B.1.617.2
OK221115.1	B.1.526
OK221128.1	B.1.427_B.1.429
OK221129.1	B.1.1.7
OK221134.1	B.1.1.7
OK221148.1	B.1.1.7
OK221151.1	B.1.526
OK221154.1	B.1.1.7
OK221155.1	B.1.1.7
OK221161.1	B.1.1.7
OK221163.1	B.1.1.7
OK221169.1	B.1.427_B.1.429
OK221179.1	B.1.1.7
OK221181.1	B.1.427_B.1.429
OK221184.1	B.1.1.7
OK221186.1	P.1
OK221188.1	B.1.1.7
OK221190.1	B.1.1.7
OK221192.1	B.1.525
OK221200.1	B.1.1.7
OK221204.1	B.1.526
OK221217.1	B.1.526
OK221231.1	B.1.1.7
OK221234.1	B.1.1.7
OK221237.1	B.1.1.7
OK221240.1	B.1.1.7
OK221256.1	B.1.526
OK221257.1	B.1.1.7
OK221262.1	B.1.1.7
OK221269.1	B.1.1.7
OK221273.1	B.1.1.7
OK221277.1	B.1.1.7
OK221278.1	B.1.1.7
OK221282.1	B.1.1.7
OK221291.1	B.1.1.7
OK221295.1	B.1.1.7
OK221296.1	B.1.1.7
OK221299.1	B.1.1.7
OK221300.1	B.1.1.7
OK221301.1	B.1.1.7
OK221303.1	B.1.1.7
OK221307.1	B.1.1.7
OK221309.1	B.1.1.7
OK221315.1	B.1.1.7
OK221342.1	B.1.1.7
OK221345.1	B.1.1.7
OK221357.1	B.1.1.7
OK221368.1	B.1.1.7
OK221369.1	B.1.1.7
OK221371.1	B.1.1.7
OK221376.1	B.1.1.7
OK221384.1	B.1.1.7
OK221385.1	B.1.1.7
OK221386.1	B.1.1.7
OK221395.1	B.1.617.2
OK221443.1	B.1.617.2
OK221765.1	B.1.617.2
OK222122.1	B.1.617.2
OK222224.1	B.1.617.2
OK222314.1	B.1.617.2
OK222540.1	B.1.617.2
OK222543.1	B.1.617.2
OK222545.1	B.1.617.2
OK222552.1	B.1.617.2
OK222623.1	P.1
OK223123.1	B.1.617.2
OK223252.1	B.1.617.2
OK223437.1	B.1.617.2
OK223477.1	B.1.1.7
OK223547.1	B.1.617.2
OK223549.1	B.1.617.2
OK224022.1	B.1.617.2
OK224137.1	B.1.617.2
OK224138.1	B.1.617.2
OK224140.1	B.1.617.2
OK224278.1	B.1.617.2
OK224320.1	B.1.1.7
OK224377.1	B.1.617.2
OK224524.1	B.1.1.7
OK224677.1	B.1.617.2
OK224987.1	B.1.617.2
OK225075.1	B.1.617.2
OK225270.1	B.1.617.2
OK225379.1	B.1.617.2
OK225411.1	B.1.617.2
OK225412.1	B.1.617.2
OK225974.1	B.1.617.2
OK226150.1	B.1.617.2
OK226294.1	B.1.617.2
OK226377.1	B.1.617.2
OK226385.1	B.1.617.2
OK226428.1	B.1.617.2
OK227010.1	B.1.617.2
OK227291.1	B.1.617.2
OK227460.1	B.1.617.2
OK227519.1	B.1.617.2
OK227652.1	B.1.617.2
OK227984.1	B.1.617.2
OK228007.1	B.1.617.2
OK228090.1	B.1.617.2
OK228295.1	B.1.617.2
OK228310.1	B.1.617.2
OK228368.1	B.1.617.2
OK228378.1	B.1.617.2
OK228383.1	B.1.617.2
OK229544.1	B.1.617.2
OK230038.1	B.1.1.7
OK230040.1	P.1
OK230042.1	P.1
OK230045.1	B.1.526
OK230062.1	P.1
OK230078.1	B.1.1.7
OK230085.1	B.1.1.7
OK230088.1	B.1.1.7
OK230092.1	B.1.1.7
OK230093.1	B.1.1.7
OK230094.1	B.1.1.7
OK230096.1	B.1.1.7
OK230098.1	B.1.526
OK230099.1	B.1.525
OK230105.1	B.1.1.7
OK230106.1	B.1.1.7
OK230122.1	B.1.1.7
OK230126.1	B.1.1.7
OK230129.1	B.1.1.7
OK230133.1	B.1.1.7
OK230134.1	B.1.1.7
OK230135.1	P.1
OK230137.1	B.1.1.7
OK230143.1	B.1.1.7
OK230157.1	B.1.1.7
OK230180.1	B.1.526
OK230194.1	B.1.1.7
OK230197.1	B.1.1.7
OK230199.1	B.1.1.7
OK230206.1	P.1
OK230207.1	B.1.526
OK230208.1	B.1.1.7
OK230219.1	B.1.1.7
OK230220.1	B.1.1.7
OK230225.1	B.1.1.7
OK230240.1	B.1.1.7
OK230244.1	B.1.1.7
OK230247.1	B.1.1.7
OK230251.1	B.1.1.7
OK230257.1	B.1.1.7
OK230269.1	B.1.427_B.1.429
OK230274.1	B.1.1.7
OK230292.1	P.1
OK230294.1	B.1.1.7
OK230297.1	B.1.617.2
OK230300.1	B.1.1.7
OK230315.1	B.1.1.7
OK230321.1	B.1.1.7
OK230328.1	B.1.1.7
OK230330.1	B.1.1.7
OK230335.1	B.1.1.7
OK230348.1	B.1.526
OK230350.1	B.1.1.7
OK230354.1	B.1.1.7
OK230355.1	B.1.1.7
OK230357.1	B.1.1.7
OK230360.1	B.1.1.7
OK230361.1	B.1.1.7
OK230369.1	B.1.1.7
OK230371.1	B.1.1.7
OK230378.1	B.1.1.7
OK230381.1	B.1.1.7
OK230386.1	B.1.526
OK230393.1	B.1.1.7
OK230394.1	B.1.1.7
OK230396.1	B.1.1.7
OK230407.1	B.1.526
OK230411.1	P.1
OK230414.1	B.1.1.7
OK230417.1	B.1.1.7
OK230425.1	P.1
OK230439.1	B.1.526
OK230447.1	B.1.1.7
OK230450.1	B.1.1.7
OK230457.1	B.1.1.7
OK230463.1	B.1.1.7
OK230466.1	B.1.1.7
OK230468.1	B.1.1.7
OK230470.1	B.1.1.7
OK230481.1	B.1.1.7
OK230485.1	B.1.1.7
OK230487.1	B.1.1.7
OK230508.1	B.1.1.7
OK230512.1	B.1.1.7
OK230529.1	B.1.1.7
OK230538.1	B.1.1.7
OK230549.1	B.1.1.7
OK230568.1	B.1.1.7
OK230570.1	B.1.1.7
OK230578.1	B.1.1.7
OK230581.1	B.1.1.7
OK230593.1	B.1.1.7
OK230595.1	B.1.1.7
OK230601.1	B.1.1.7
OK230602.1	B.1.1.7
OK230604.1	B.1.525
OK230606.1	B.1.1.7
OK230611.1	B.1.1.7
OK230616.1	P.1
OK230636.1	B.1.1.7
OK230672.1	B.1.1.7
OK230680.1	P.1
OK230681.1	B.1.1.7
OK230684.1	B.1.1.7
OK230695.1	B.1.526
OK230708.1	B.1.526
OK230712.1	B.1.1.7
OK230713.1	P.1
OK230716.1	B.1.1.7
OK230718.1	B.1.1.7
OK230719.1	B.1.1.7
OK230720.1	B.1.1.7
OK230732.1	B.1.1.7
OK230735.1	P.1
OK230736.1	B.1.1.7
OK230741.1	B.1.1.7
OK230745.1	B.1.1.7
OK230751.1	B.1.1.7
OK230752.1	B.1.1.7
OK230764.1	B.1.1.7
OK230765.1	B.1.1.7
OK230766.1	B.1.1.7
OK230773.1	B.1.1.7
OK230774.1	B.1.526
OK230777.1	B.1.1.7
OK230778.1	B.1.1.7
OK230779.1	B.1.1.7
OK230784.1	B.1.1.7
OK230794.1	B.1.525
OK230806.1	P.1
OK230810.1	B.1.526
OK230816.1	P.1
OK230822.1	B.1.1.7
OK230849.1	B.1.1.7
OK230854.1	P.1
OK230859.1	B.1.1.7
OK230863.1	P.1
OK230864.1	B.1.526
OK230869.1	B.1.1.7
OK230875.1	B.1.1.7
OK230879.1	B.1.1.7
OK230882.1	P.1
OK230884.1	B.1.1.7
OK230907.1	B.1.1.7
OK230911.1	B.1.1.7
OK230913.1	B.1.1.7
OK230920.1	B.1.1.7
OK230921.1	B.1.1.7
OK230927.1	B.1.1.7
OK230944.1	B.1.1.7
OK230945.1	B.1.1.7
OK230948.1	B.1.1.7
OK230958.1	B.1.617.2
OK230995.1	B.1.1.7
OK230997.1	B.1.1.7
OK230999.1	C.37
OK231006.1	B.1.1.7
OK231021.1	P.1
OK231025.1	B.1.1.7
OK231034.1	P.1
OK231035.1	B.1.1.7
OK231043.1	B.1.1.7
OK231044.1	B.1.1.7
OK231048.1	B.1.1.7
OK231061.1	B.1.1.7
OK231062.1	B.1.1.7
OK231066.1	B.1.1.7
OK231071.1	B.1.525
OK231083.1	B.1.1.7
OK231092.1	P.1
OK231095.1	B.1.1.7
OK231106.1	P.1
OK231107.1	B.1.1.7
OK231112.1	B.1.1.7
OK231113.1	B.1.1.7
OK231114.1	B.1.1.7
OK231123.1	B.1.1.7
OK231124.1	B.1.1.7
OK231128.1	B.1.1.7
OK231136.1	B.1.1.7
OK231141.1	B.1.1.7
OK231142.1	B.1.1.7
OK231146.1	P.1
OK231151.1	B.1.1.7
OK231152.1	B.1.1.7
OK231157.1	B.1.1.7
OK231159.1	B.1.1.7
OK231166.1	P.1
OK231168.1	B.1.1.7
OK231172.1	B.1.1.7
OK231175.1	B.1.1.7
OK231177.1	P.1
OK231194.1	B.1.1.7
OK231207.1	B.1.1.7
OK231229.1	B.1.1.7
OK231236.1	B.1.1.7
OK231242.1	B.1.526
OK231248.1	P.1
OK231250.1	B.1.526
OK231254.1	B.1.1.7
OK231258.1	P.1
OK231267.1	B.1.1.7
OK231272.1	B.1.526
OK231278.1	B.1.526
OK231284.1	P.1
OK231286.1	B.1.1.7
OK231291.1	B.1.1.7
OK231306.1	B.1.1.7
OK231311.1	B.1.1.7
OK231320.1	B.1.1.7
OK231325.1	B.1.1.7
OK231327.1	B.1.1.7
OK231329.1	B.1.1.7
OK231336.1	P.1
OK231344.1	B.1.1.7
OK231349.1	B.1.1.7
OK231350.1	B.1.1.7
OK231353.1	B.1.1.7
OK231360.1	B.1.1.7
OK231361.1	B.1.1.7
OK231369.1	B.1.1.7
OK231371.1	P.1
OK231374.1	B.1.1.7
OK231376.1	B.1.1.7
OK231390.1	P.1
OK231392.1	B.1.526
OK231395.1	B.1.617.2
OK231400.1	B.1.1.7
OK231412.1	B.1.1.7
OK231431.1	B.1.1.7
OK231432.1	B.1.1.7
OK231459.1	P.1
OK231474.1	B.1.1.7
OK231482.1	B.1.1.7
OK231487.1	B.1.1.7
OK231493.1	B.1.1.7
OK231496.1	B.1.1.7
OK231497.1	B.1.617.2
OK231520.1	P.1
OK231521.1	P.1
OK231531.1	B.1.1.7
OK231532.1	P.1
OK231536.1	P.1
OK231544.1	P.1
OK231558.1	B.1.1.7
OK231560.1	B.1.1.7
OK231581.1	B.1.1.7
OK231585.1	B.1.1.7
OK231591.1	B.1.526
OK231596.1	B.1.1.7
OK231603.1	B.1.1.7
OK231631.1	B.1.1.7
OK231645.1	B.1.1.7
OK231650.1	B.1.1.7
OK231662.1	B.1.1.7
OK231665.1	P.1
OK231668.1	B.1.1.7
OK231680.1	B.1.1.7
OK231695.1	B.1.1.7
OK231699.1	B.1.1.7
OK231700.1	B.1.1.7
OK231704.1	B.1.1.7
OK231705.1	B.1.1.7
OK231726.1	B.1.1.7
OK231729.1	B.1.1.7
OK231730.1	B.1.1.7
OK231735.1	B.1.1.7
OK231739.1	B.1.1.7
OK231761.1	B.1.1.7
OK231762.1	B.1.1.7
OK231776.1	B.1.1.7
OK231779.1	B.1.1.7
OK231784.1	B.1.1.7
OK231789.1	B.1.1.7
OK231793.1	B.1.1.7
OK231808.1	B.1.1.7
OK231823.1	B.1.1.7
OK231825.1	B.1.1.7
OK231830.1	B.1.1.7
OK231843.1	B.1.1.7
OK231851.1	P.1
OK231852.1	B.1.1.7
OK231853.1	B.1.1.7
OK231860.1	B.1.1.7
OK231862.1	B.1.1.7
OK231872.1	B.1.1.7
OK231875.1	B.1.1.7
OK231880.1	P.1
OK231890.1	B.1.1.7
OK231891.1	B.1.1.7
OK231895.1	B.1.1.7
OK231897.1	B.1.1.7
OK231904.1	B.1.1.7
OK231907.1	B.1.1.7
OK231913.1	B.1.526
OK231929.1	B.1.1.7
OK231930.1	B.1.1.7
OK231933.1	B.1.1.7
OK231947.1	B.1.1.7
OK231948.1	P.1
OK231951.1	B.1.1.7
OK231979.1	B.1.526
OK231986.1	B.1.1.7
OK231990.1	B.1.1.7
OK232003.1	B.1.1.7
OK232005.1	B.1.1.7
OK232007.1	B.1.1.7
OK232011.1	B.1.1.7
OK232015.1	B.1.1.7
OK232022.1	B.1.526
OK232028.1	P.1
OK232037.1	P.1
OK232038.1	B.1.1.7
OK232048.1	B.1.1.7
OK232050.1	B.1.1.7
OK232057.1	B.1.1.7
OK232058.1	P.1
OK232060.1	P.1
OK232063.1	B.1.1.7
OK232072.1	B.1.1.7
OK232079.1	B.1.1.7
OK232081.1	B.1.1.7
OK232088.1	B.1.1.7
OK232095.1	B.1.1.7
OK232104.1	B.1.1.7
OK232107.1	B.1.1.7
OK232108.1	B.1.1.7
OK232117.1	B.1.526
OK232119.1	B.1.1.7
OK232122.1	B.1.1.7
OK232127.1	B.1.1.7
OK232129.1	B.1.1.7
OK232131.1	B.1.1.7
OK232132.1	B.1.1.7
OK232136.1	B.1.1.7
OK232152.1	B.1.1.7
OK232155.1	B.1.1.7
OK232157.1	B.1.526
OK232176.1	B.1.617.2
OK232187.1	P.1
OK232195.1	P.1
OK232197.1	B.1.1.7
OK232202.1	P.1
OK232206.1	B.1.1.7
OK232212.1	B.1.1.7
OK232241.1	B.1.1.7
OK232251.1	P.1
OK232254.1	B.1.1.7
OK232259.1	B.1.1.7
OK232265.1	B.1.526
OK232279.1	B.1.1.7
OK232282.1	B.1.1.7
OK232291.1	B.1.1.7
OK232292.1	B.1.1.7
OK232296.1	P.1
OK232326.1	P.1
OK232347.1	B.1.1.7
OK232351.1	B.1.1.7
OK232353.1	B.1.1.7
OK232360.1	B.1.1.7
OK232371.1	B.1.1.7
OK232379.1	B.1.1.7
OK232381.1	B.1.526
OK232382.1	B.1.1.7
OK232387.1	B.1.1.7
OK232388.1	B.1.1.7
OK232399.1	B.1.1.7
OK232413.1	B.1.1.7
OK232427.1	B.1.1.7
OK232436.1	B.1.1.7
OK232450.1	B.1.1.7
OK232451.1	P.1
OK232472.1	B.1.1.7
OK232488.1	B.1.1.7
OK232495.1	B.1.1.7
OK232496.1	B.1.1.7
OK232509.1	B.1.526
OK232515.1	B.1.1.7
OK232523.1	B.1.1.7
OK232526.1	B.1.617.2
