accession	subtype
ON902896	01_AE
ON902900	01_AE
ON902901	01_AE
ON902903	01_AE
ON902913	01_AE
ON902915	01_AE
ON902925	01_AE
ON902928	01_AE
ON902930	01_AE
ON902934	01_AE
ON902936	01_AE
ON902943	01_AE
ON902945	01_AE
ON902958	01_AE
ON902959	01_AE
ON902962	01_AE
ON902963	01_AE
ON902964	01_AE
ON902967	01_AE
ON902970	01_AE
ON902975	01_AE
ON902976	01_AE
ON902980	01_AE
ON902983	01_AE
ON902985	01_AE
ON902989	01_AE
ON902990	01_AE
ON902991	01_AE
ON902992	01_AE
ON902996	01_AE
ON902997	01_AE
ON903002	01_AE
ON903003	01_AE
ON903004	01_AE
ON903007	01_AE
ON903009	01_AE
ON903010	01_AE
ON903016	01_AE
ON903017	01_AE
ON903021	01_AE
ON903030	01_AE
ON903054	01_AE
ON903056	01_AE
ON903058	01_AE
ON903063	01_AE
ON903093	01_AE
ON903096	01_AE
ON903120	01_AE
ON903124	01_AE
ON903125	01_AE
ON903126	01_AE
ON903127	01_AE
ON903129	01_AE
ON903131	01_AE
ON903132	01_AE
ON959743	01_AE
ON959787	01_AE
ON989220	A6
ON989288	02_AG
ON989294	A6
ON989303	A6
ON989318	02_AG
ON989335	A6
OP056071	A6
OP183489	B
OP700899	B
OP700900	B
OP700913	B
OP700921	B
OP700922	B
OP700927	B
OP700928	B
OP700929	B
OP700931	B
OP700933	B
OP700940	B
OP700943	B
OP700947	B
OP700948	B
OP700972	B
OP700989	B
OP701010	B
OP701043	B
OP701065	B
OP701069	B
OP701070	B
OP701072	B
OP701075	B
OP701076	B
OP701077	B
OP701082	B
OP701083	B
OP701089	B
OP701097	B
OP701099	B
OP701103	B
OP701111	B
OP701113	B
OP701114	B
OP701115	B
OP701124	B
OP701139	B
OP701142	B
OP701149	B
OP701154	B
OP701155	B
OP701160	B
OP701173	B
OP701175	B
OP701179	B
OP701182	B
OP701183	B
OP701185	B
OP701187	B
OP701240	B
OP701243	B
OP701282	B
OP701295	B
OP701299	B
OP701324	B
OP701331	B
OP701347	B
OP701352	B
OP701353	B
OP701354	B
OP701357	B
OP701367	B
OP701373	B
OP701380	B
OP701385	B
OP701388	B
OP701403	B
OP701412	B
OP701420	B
OP701429	01_AE
OP701465	01_AE
OP701470	01_AE
OP701485	01_AE
OP701503	B
OP701507	B
OP701520	B
OP701541	B
OP701563	B
OP701564	B
OP701576	B
OP701577	B
OP701579	B
OP701580	B
OP701584	B
OP701585	B
OP701625	B
OQ092462	B
OQ092463	B
OQ092464	B
OQ092465	B
OQ092466	B
OQ092467	B
OQ121842	02_AG
OQ121843	02_AG
OQ121845	02_AG
OQ121846	02_AG
OQ121847	02_AG
OQ121849	02_AG
OQ121850	02_AG
OQ121851	02_AG
OQ121853	02_AG
OQ121854	02_AG
OQ121856	02_AG
OQ121857	02_AG
OQ121858	G
OQ121860	02_AG
OQ121862	02_AG
OQ121863	02_AG
OQ121865	02_AG
OQ121867	02_AG
OQ121869	02_AG
OQ121873	G
OQ121876	02_AG
OQ121877	02_AG
OQ121879	B
OQ121880	02_AG
OQ121883	02_AG
OQ121884	02_AG
OQ121885	02_AG
OQ121886	02_AG
OQ121887	02_AG
OQ121891	02_AG
OQ121892	02_AG
OQ121893	02_AG
OQ121894	02_AG
OQ121895	02_AG
OQ121896	02_AG
OQ121897	02_AG
OQ121899	02_AG
OQ121901	02_AG
OQ121905	02_AG
OQ121907	02_AG
OQ121908	02_AG
OQ121909	G
OQ121910	02_AG
OQ121912	02_AG
OQ121913	02_AG
OQ121915	02_AG
OQ325479	B
OQ325480	B
OQ513492	07_BC
OQ513539	07_BC
OQ513554	07_BC
OQ551935	C
OQ551936	C
OQ551937	C
OQ551938	C
OQ551939	C
OQ551940	C
OQ551941	C
OQ551942	C
OQ551943	C
OQ551944	C
OQ551946	C
OQ551947	C
OQ551948	C
OQ551949	C
OQ551952	C
OQ551953	C
OQ551954	C
OQ551955	C
OQ551956	C
OQ551957	C
OQ551958	C
OQ551959	C
OQ551960	C
OQ551961	C
OQ551962	C
OQ551963	C
OQ596841	B
OQ596882	B
OQ596885	B
OQ596886	B
OQ596887	B
OQ596889	B
OQ596891	B
OQ596895	B
OQ596901	B
OQ596903	B
OQ596904	B
OQ596906	B
OQ596910	B
OQ596912	B
OQ596913	B
OQ596916	B
OQ596918	B
OQ596919	B
OQ596924	B
OQ596925	B
OQ596926	B
OQ596928	B
OQ596934	B
OQ596935	B
OQ596938	B
OQ596940	B
OQ596941	B
OQ596942	B
OQ596944	B
OQ596947	B
OQ596948	B
OQ596952	B
OQ596955	B
OQ596957	B
OQ596958	B
OQ939945	B
OQ979187	A6
OQ979189	B
OR105521	B
OR105522	B
OR105523	B
OR105549	B
OR246840	B
OR246841	B
OR246842	B
OR246843	B
OR246844	B
OR246845	B
OR246846	B
OR246847	B
OR246848	B
OR246849	B
OR246850	B
OR246851	B
OR246852	B
OR246853	B
OR246854	B
OR246855	B
OR246857	B
OR246858	B
OR246859	B
OR246861	B
OR246862	B
OR246863	B
OR246864	B
OR246865	B
OR246866	B
OR246867	B
OR246868	B
OR246869	B
OR246870	B
OR246871	B
OR246872	B
OR246873	B
OR246874	B
OR246875	B
OR246876	B
OR246877	B
OR246878	B
OR246879	B
OR246880	B
OR246882	B
OR246883	B
OR246884	B
OR454048	B
OR454049	B
OR454050	B
OR454051	B
OR454052	B
OR466092	B
OR466093	B
OR466094	B
OR466095	B
OR466096	B
OR466097	B
OR466098	B
OR466099	B
OR466100	B
OR466101	B
OR466102	B
OR466103	B
OR466104	B
OR466105	B
OR466106	B
OR466107	B
OR466108	B
OR466109	B
OR466110	B
OR466111	B
OR466112	B
OR466113	B
OR466114	B
OR483970	B
OR483971	B
OR483972	B
OR483973	B
OR483974	B
OR483975	B
OR483976	B
OR483977	B
OR483978	B
OR483979	B
OR483980	B
OR483981	B
OR483982	B
OR483983	B
OR483984	B
OR483985	B
OR483986	B
OR483987	B
OR483988	B
OR483989	B
OR483990	B
OR483991	B
OR483992	B
OR483993	B
OR483994	B
OR483995	B
OR483996	B
OR483997	B
OR483998	B
OR483999	B
OR484000	B
OR484001	B
OR484002	B
OR484003	B
OR484004	B
OR484005	B
OR484006	B
OR484007	B
OR484008	B
OR484009	B
OR484010	B
OR484011	B
OR484012	B
OR484013	B
OR484014	B
OR484015	B
OR484016	B
OR484017	B
OR484018	B
OR484019	B
OR484020	B
OR484021	B
OR484022	B
OR484023	B
OR484024	B
OR484025	B
OR484026	B
OR484027	B
OR484028	B
OR484029	B
OR484030	B
OR484031	B
OR496826	B
OR496827	B
OR502359	B
OR502360	B
OR502361	B
OR502362	B
OR502363	B
OR502364	B
OR502365	B
OR502366	B
OR660705	B
OR660707	B
OR660714	B
OR660716	B
OR660726	B
OR660749	B
OR660760	B
OR660797	B
OR660798	B
OR660799	B
OR660800	B
OR660803	B
OR660825	B
OR660852	B
OR660858	B
OR660879	B
OR660895	B
OR660896	B
OR660902	B
OR660911	B
OR660919	B
OR660940	B
OR660942	B
OR660960	B
OR660961	B
OR660988	B
OR660998	B
OR661005	B
OR661008	B
OR661040	B
OR661044	B
OR661046	B
OR661050	B
OR661068	B
OR661069	B
OR661070	B
OR661087	B
OR661105	B
OR661110	B
OR661112	B
OR661125	B
OR661141	B
OR661155	B
OR661188	B
OR736069	C
OR736070	C
OR736075	A6
OR736076	A6
OR736077	A6
OR736078	A6
OR736079	A6
OR736080	A6
OR736081	A6
OR736082	A6
OR736083	A6
OR736084	A6
OR876493	B
OR876494	B
OR876495	B
OR876496	B
OR876497	B
OR876498	B
OR876499	B
OR876500	B
OR876501	B
OR876502	B
OR876503	B
OR876504	B
OR876505	B
OR876506	B
OR876507	B
OR876508	B
OR876509	B
OR876510	B
OR876511	B
OR876512	B
OR876513	B
OR876514	B
OR876515	B
OR876516	B
OR876604	B
OR876605	B
OR876606	B
OR876607	B
OR876608	B
OR876609	B
OR876610	B
OR876611	B
OR876612	B
OR876613	B
OR876614	B
OR876615	B
OR876616	B
OR876617	B
OR876618	B
OR876619	B
OR876620	B
OR876621	B
OR876622	B
OR876623	B
OR876624	B
OR876625	B
OR876626	B
OR876720	B
OR876721	B
OR876722	B
OR876723	B
OR876724	B
OR876725	B
OR876726	B
OR876727	B
OR876728	B
OR876729	B
OR876730	B
OR876731	B
OR876732	B
OR876733	B
OR876734	B
OR876735	B
OR876736	B
OR876737	B
OR876738	B
OR876739	B
OR876740	B
PP271361	B
PP271362	B
PP297232	D
PP297234	D
PP297235	A1
PP297237	A1
PP297238	A1
PP297239	D
PP297240	D
PP297243	D
PP297245	D
PP297247	A1
PP297249	A1
PP313154	B
PP313155	B
PP313156	B
PP313157	B
PP313158	B
PP313159	B
PP313160	B
PP313161	B
PP313162	B
PP313163	B
PP313164	B
PP313165	B
PP313166	B
PP313167	B
PP313169	B
PP313183	B
PP313201	B
PP313228	B
PP313234	B
PP313243	B
PP313247	B
PP313248	B
PP313249	B
PP313250	B
PP313251	B
PP313252	B
PP313253	B
PP313254	B
PP313255	B
PP313256	B
PP313257	B
PP313258	B
PP313259	B
PP313260	B
PP313261	B
PP313262	B
PP313263	B
PP313264	B
PP313265	B
PP313266	B
PP313267	B
PP313268	B
PP313269	B
PP313270	B
PP313271	B
PP313272	B
PP313273	B
PP313274	B
PP313278	B
PP313282	B
PP313284	B
PP313286	B
PP313287	B
PP313288	B
PP413479	A1
PP413488	A1
PP590863	01_AE
PP590864	01_AE
PP590868	01_AE
PP590869	01_AE
PP590871	01_AE
PP590872	01_AE
PP590875	01_AE
PP590876	01_AE
PP590878	01_AE
PP590879	01_AE
PP590881	01_AE
PP590882	01_AE
PP590886	01_AE
PP590891	01_AE
PP590893	01_AE
PP590899	01_AE
PP590901	01_AE
PP590902	01_AE
PP590904	01_AE
PP590906	01_AE
PP590907	01_AE
PP590909	01_AE
PP590911	01_AE
PP590912	01_AE
PP590914	01_AE
PP590915	01_AE
PP590916	01_AE
PP590917	01_AE
PP590918	01_AE
PP590921	01_AE
PP590923	01_AE
PP590924	01_AE
PP590925	01_AE
PP590931	01_AE
PP590932	01_AE
PP590936	01_AE
PP590938	01_AE
PP590943	01_AE
PP590945	01_AE
PP590946	01_AE
PP590948	01_AE
PP590949	01_AE
PP590950	01_AE
PP590951	01_AE
PP590952	01_AE
PP590955	01_AE
PP590957	01_AE
PP590965	01_AE
PP590996	01_AE
PP591009	01_AE
PP591015	01_AE
PP591058	01_AE
PP591059	01_AE
PP591060	01_AE
PP591081	01_AE
PP591218	01_AE
PP591236	01_AE
PP591247	01_AE
PP591299	01_AE
PP591320	01_AE
PP591323	01_AE
PP591333	01_AE
PP591340	01_AE
PP591353	01_AE
PP591358	01_AE
PP591361	01_AE
PP591362	01_AE
PP591363	01_AE
PP591364	01_AE
PP591365	01_AE
PP591371	01_AE
PP591372	01_AE
PP591373	01_AE
PP591377	01_AE
PP591378	01_AE
PP591382	01_AE
PP591386	01_AE
PP591387	01_AE
PP591388	01_AE
PP591391	01_AE
PP591392	01_AE
PP591393	01_AE
PP591394	01_AE
PP591401	01_AE
PP591406	01_AE
PP591407	01_AE
PP591411	01_AE
PP591416	01_AE
PP591420	01_AE
PP591430	01_AE
PP591443	01_AE
PP591458	01_AE
PP591469	01_AE
PP591486	01_AE
PP591507	01_AE
PP591509	01_AE
PP591510	01_AE
PP591518	01_AE
PP591522	01_AE
PP591525	01_AE
PP591528	01_AE
PP591532	01_AE
PP591539	01_AE
PP591540	01_AE
PP591543	01_AE
PP591547	01_AE
PP591553	01_AE
PP591554	01_AE
PP591569	01_AE
PP591570	01_AE
PP591571	01_AE
PP591573	01_AE
PP591574	01_AE
PP591586	01_AE
PP591591	01_AE
PP591592	01_AE
PP591597	01_AE
PP591600	01_AE
PP591601	01_AE
PP591604	01_AE
PP591608	01_AE
PP591682	01_AE
PP591686	01_AE
PP591687	01_AE
PP591692	01_AE
PP591694	01_AE
PP591695	01_AE
PP591696	01_AE
PP591697	01_AE
PP591698	01_AE
PP591699	01_AE
PP591701	01_AE
PP591702	01_AE
PP591704	01_AE
PP591705	01_AE
PP591706	01_AE
PP591708	01_AE
PP591710	01_AE
PP591713	01_AE
PP591715	01_AE
PP591716	01_AE
PP591720	01_AE
PP591721	01_AE
PP591723	01_AE
PP591724	01_AE
PP591725	01_AE
PP591726	01_AE
PP591728	01_AE
PP591729	01_AE
PP591730	01_AE
PP591731	01_AE
PP816220	A6
PP816227	02_AG
PP816228	63_02A6
PP816230	B
PP816232	63_02A6
PP816233	A6
PP816235	B
PP816237	B
PP816238	B
PP816239	B
PP816240	B
PP816241	B
PP816243	B
PP816244	B
PP816246	B
PP879189	C
PQ246051	A1
PQ286896	B
PQ286897	B
PQ286899	B
PQ286908	B
PQ286910	B
PQ286915	B
PQ286917	B
PQ286918	B
PQ286919	B
PQ286923	B
PQ286926	B
PQ286927	B
PQ286928	B
PQ286934	B
PQ286935	B
PQ286937	B
PQ511571	B
PQ511610	B
PQ511613	B
PQ511618	B
PQ511624	B
PQ511626	B
PQ511631	B
PQ511632	B
PQ511638	B
PQ511639	B
PQ511642	B
PQ511643	B
PQ511645	B
PQ511646	B
PQ511647	B
PQ511648	B
PQ511649	B
PQ511650	B
PQ511656	B
PQ511658	B
PQ511659	B
PQ511682	B
PQ511683	B
PQ511685	B
PQ511688	B
PQ511689	B
PQ511690	B
PQ511691	B
PQ511693	B
PQ511694	B
PQ511696	B
PQ511698	B
PQ511699	B
PQ511700	B
PQ511701	B
PQ511702	B
PQ511703	B
PQ511709	B
PQ511710	B
PQ511711	B
PQ511713	B
PQ511716	B
PQ511717	B
PQ511718	B
PQ511720	B
PQ511724	B
PQ511726	B
PQ511727	B
PQ511728	B
PQ511729	B
PQ511730	B
PQ511731	B
PQ511732	B
PQ511733	B
PQ511734	B
PQ511739	B
PQ511741	B
PQ511742	B
PQ511744	B
PQ511747	B
PQ511751	B
PQ511752	B
PQ585408	63_02A6
PQ585409	63_02A6
PQ585410	63_02A6
PQ585411	63_02A6
PQ585412	63_02A6
PQ585413	63_02A6
PQ585414	63_02A6
PV026621	B
PV026623	B
PV026712	B
PV026713	B
PV026716	B
PV026730	B
PV026733	B
PV026734	B
PV026802	B
PV026803	B
PV026804	B
PV026805	B
PV026837	B
PV026838	B
PV026840	B
PV026841	B
PV027074	B
PV027077	B
PV027230	B
PV027457	B
PV027458	B
PV027506	B
PV027525	B
PV027528	B
PV027529	B
PV027530	B
PV027548	B
PV027549	B
PV027550	B
PV027551	B
PV027552	B
PV027553	B
PV027554	B
PV027703	B
PV027787	B
PV027789	B
PV027849	B
PV027906	B
PV027962	B
PV028029	B
PV028051	B
PV028053	B
PV028054	B
PV028270	B
PV028273	B
PV028357	B
PV028419	B
PV028423	B
PV028545	B
PV028676	B
PV028685	B
PV028689	B
PV028694	B
PV028695	B
PV028696	B
PV028726	B
PV028727	B
PV028763	B
PV028788	B
PV028804	B
PV028854	B
PV028890	B
PV031991	B
PV136232	01_AE
PV136233	01_AE
PV136234	01_AE
PV136235	01_AE
PV136236	01_AE
PV136237	01_AE
PV136238	01_AE
PV136240	01_AE
PV136241	01_AE
PV136242	01_AE
PV136243	01_AE
PV136244	01_AE
PV136245	01_AE
PV136246	01_AE
PV136247	01_AE
PV136248	01_AE
PV136250	01_AE
PV136252	01_AE
PV136253	01_AE
PV136254	01_AE
PV136261	01_AE
PV136262	01_AE
PV136263	01_AE
PV136265	01_AE
PV136266	01_AE
PV136267	01_AE
PV136268	01_AE
PV136269	01_AE
PV136271	01_AE
PV136274	01_AE
PV136276	01_AE
PV136282	07_BC
PV136290	07_BC
PV136291	07_BC
PV136292	07_BC
PV136293	07_BC
PV136294	07_BC
PV136295	07_BC
PV136296	07_BC
PV136297	07_BC
PV136298	07_BC
PV136299	07_BC
PV136300	07_BC
PV136302	07_BC
PV136303	07_BC
PV136305	07_BC
PV136307	07_BC
PV136309	07_BC
PV136310	07_BC
PV136311	07_BC
PV136315	07_BC
PV136318	07_BC
PV136320	07_BC
PV136321	07_BC
PV136322	07_BC
PV136323	07_BC
PV136325	07_BC
PV136326	07_BC
PV136327	07_BC
PV136328	07_BC
PV136329	07_BC
PV136331	07_BC
PV136332	07_BC
PV136334	07_BC
PV136335	07_BC
PV136336	07_BC
PV136338	07_BC
PV136339	07_BC
PV136340	07_BC
PV136343	07_BC
PV136345	07_BC
PV136346	07_BC
PV136347	07_BC
PV136359	07_BC
PV136378	B
PV136380	B
PV136381	B
PV136383	B
PV136385	01_AE
PV136387	01_AE
PV136388	01_AE
PV136389	01_AE
PV136392	07_BC
PV136394	07_BC
PV136396	07_BC
PV136397	07_BC
PV136398	07_BC
PV136399	07_BC
PV136402	07_BC
PV136409	07_BC
PV136410	07_BC
PV136423	07_BC
PV136425	07_BC
PV136426	01_AE
PV136427	01_AE
PV184678	85_BC
PV184679	85_BC
PV184680	85_BC
PV184681	85_BC
PV184682	85_BC
PV184683	85_BC
PV184685	85_BC
PV184686	85_BC
PV184687	85_BC
PV184688	85_BC
PV184689	85_BC
PV184690	85_BC
PV184691	85_BC
PV184692	85_BC
PV184693	85_BC
PV184694	85_BC
PV184695	85_BC
PV184696	85_BC
PV184697	85_BC
PV184698	85_BC
PV184699	85_BC
PV184700	85_BC
PV184701	85_BC
PV184703	85_BC
PV184704	85_BC
PV184705	85_BC
PV184706	85_BC
PV184707	85_BC
PV184708	85_BC
PV184709	85_BC
PV184710	85_BC
PV184711	85_BC
PV184712	85_BC
PV184713	85_BC
PV184714	85_BC
PV184715	85_BC
PV184716	85_BC
PV184717	85_BC
PV184718	85_BC
PV185172	85_BC
PV207331	01_AE
PV207332	01_AE
PV207335	01_AE
PV207336	01_AE
PV207339	01_AE
PV207340	01_AE
PV207342	01_AE
PV207343	01_AE
PV207344	01_AE
PV207346	01_AE
PV207347	01_AE
PV207348	01_AE
PV207349	01_AE
PV207350	01_AE
PV207352	01_AE
PV207353	01_AE
PV207354	01_AE
PV207355	01_AE
PV207356	01_AE
PV207357	01_AE
PV207358	01_AE
PV207359	01_AE
PV207375	01_AE
PV207376	01_AE
PV207377	01_AE
PV207379	07_BC
PV207380	07_BC
PV207382	01_AE
PV207384	01_AE
PV207385	01_AE
PV207388	01_AE
PV207389	07_BC
PV207391	07_BC
PV207394	07_BC
PV207395	07_BC
PV207399	07_BC
PV207400	07_BC
PV207401	07_BC
PV207402	07_BC
PV207405	01_AE
PV207406	01_AE
PV207411	08_BC
PV207412	08_BC
PV207413	08_BC
PV207415	08_BC
PV207416	08_BC
PV207417	08_BC
PV207418	08_BC
PV207419	08_BC
PV207423	07_BC
PV207424	07_BC
PV207426	07_BC
PV207427	07_BC
PV207428	07_BC
PV207429	07_BC
PV207430	07_BC
PV207431	07_BC
PV207432	07_BC
PV207433	07_BC
PV207434	07_BC
PV207435	07_BC
PV207437	07_BC
PV207438	07_BC
PV207439	07_BC
PV207441	07_BC
PV207444	01_AE
PV207445	07_BC
PV207446	07_BC
PV207447	07_BC
PV207449	08_BC
PV207458	07_BC
PV207459	07_BC
PV207461	08_BC
PV207462	01_AE
PV207463	07_BC
PV207464	07_BC
PV207465	01_AE
PV207466	01_AE
PV207467	01_AE
PV207468	07_BC
PV207469	07_BC
PV207473	07_BC
PV207475	08_BC
PV207477	01_AE
PV207478	01_AE
PV207479	01_AE
PV207481	01_AE
PV207482	01_AE
PV207483	01_AE
PV207484	01_AE
PV207485	01_AE
PV207486	01_AE
PV207487	01_AE
PV207488	01_AE
PV207496	07_BC
PV207501	01_AE
PV207502	01_AE
PV207504	07_BC
PV207510	07_BC
PV207511	07_BC
PV207512	07_BC
PV207513	07_BC
PV207514	07_BC
PV207517	07_BC
PV207518	01_AE
PV207519	01_AE
PV207522	01_AE
PV267271	01_AE
PV430295	C
PV430296	C
PV430297	C
PV430298	C
PV430299	C
PV430300	C
PV625462	C
PV625465	C
PV625561	C
PV625562	C
PV625563	C
PV625754	C
PV625755	C
PV625756	C
PV625757	C
PV625758	C
PV625759	C
PV625760	C
PV625761	C
PV625767	C
PV625776	C
PV625789	C
PV625836	C
PV625838	C
PV625861	C
PV625925	C
PV626234	C
PV626235	C
PV691810	B
PV691811	B
PV691813	C
PV738239	B
PV738240	B
PV738241	B
PV738242	B
PV738243	B
PV738244	B
PV738245	B
PV738246	B
PV738247	B
PV738248	B
PV738249	B
PV738250	B
PV738251	B
PV738252	B
PV738253	B
PV738254	B
PV738255	B
PV738256	B
PV738257	B
PV738258	B
PV738259	B
PV738260	B
PV738261	B
PV738262	B
PV738263	B
PV738264	B
PV738265	B
PV775111	B
PV775114	B
PV775117	B
PV775179	B
PV775180	B
PV775181	B
PV775183	B
PV775184	B
PV775185	B
PV775186	B
PV775187	B
PV775188	B
PV775189	B
PV775190	B
PV775191	B
PV775192	B
PV775193	B
PV775194	B
PV775195	B
PV775197	B
PV775198	B
PV775199	B
PV775200	B
PV775204	B
PV775205	B
PV775206	B
PV775208	B
PV775209	B
PV775210	B
PV775212	B
PV775213	B
PV775214	B
PV775215	B
PV775217	B
PV775218	B
PV775219	B
PV775221	B
PV775222	B
PV775223	B
PV775224	B
PV775225	B
PV775226	B
PV775227	B
PV775228	B
PV775229	B
PV775231	B
PV775233	B
PV775234	B
PV775235	B
PV775238	B
PV775240	B
PV775241	B
PV775243	B
PV775244	B
PV775245	B
PV775246	B
PV775247	B
PV874249	G
PV874250	C
PV874251	B
PV874252	B
PV874255	A1
PX026332	A1
PX026339	A1
PX026345	A1
PX026346	A1
PX026347	A1
PX440370	B
PX440371	B
PX440372	B
U21135	B
U23487	B
U26942	B
U34603	B
U34604	B
U39362	B
U43096	B
U43141	B
U46016	C
U54771	01_AE
U63632	B
U71182	B
Z11530	B
